Sum of Action_&_Adventure,Sum of Anime_Features,Sum of Anime_Series,Sum of British_TV_Shows,cast,Sum of Children_&_Family_Movies,Sum of Classic_&_Cult_TV,Sum of Classic_Movies,Sum of Comedies,country,Sum of Crime_TV_Shows,Sum of Cult_Movies,Year,Quarter,Month,Day,Sum of day_added,description,director,Sum of Documentaries,Sum of Docuseries,Sum of Dramas,duration,Sum of Faith_&_Spirituality,Sum of Horror_Movies,Sum of Independent_Movies,Sum of International_Movies,Sum of International_TV_Shows,Sum of Kids'_TV,Sum of Korean_TV_Shows,Sum of LGBTQ_Movies,listed_in,Sum of month_added,Sum of Movies,Sum of Music_&_Musicals,rating,Sum of Reality_TV,Sum of release_year,Sum of Romantic_Movies,Sum of Romantic_TV_Shows,Sum of Sci-Fi_&_Fantasy,Sum of Science_&_Nature_TV,Sum of Spanish-Language_TV_Shows,Sum of Sports_Movies,Sum of Stand-Up_Comedy,Sum of Stand-Up_Comedy_&_Talk_Shows,Sum of Teen_TV_Shows,Sum of Thrillers,title,Sum of TV_Action_&_Adventure,Sum of TV_Comedies,Sum of TV_Dramas,Sum of TV_Horror,Sum of TV_Mysteries,Sum of TV_Mysteries,Sum of TV_Mysteries,Sum of TV_Mysteries,Sum of TV_Sci-Fi_&_Fantasy,Sum of TV_Shows,Sum of TV_Thrillers,type,Sum of User_Rating,Sum of year_added
0,0,0,0,Julie Walters,0,0,0,0,United Kingdom,0,0,2016,Qtr 4,November,1,1,"Aardman Animations icons Wallace & Gromit, Morph and more join fans and collaborators for a retrospective celebrating the studio's 40th anniversary.",Richard Mears,1,0,0,59 min,0,0,0,0,0,0,0,0,Documentaries,11,0,0,TV-PG,0,2015,0,0,0,0,0,0,0,0,0,0,A Grand Night In: The Story of Aardman,0,0,0,0,0,0,0,0,0,0,0,Movie,67,2016
0,0,0,0,"Juliet Doherty, Thomas Doherty, Jane Seymour, Harry Jarvis, Joshua Sinclair-Evans, Ace Bhatti, Desmond Richardson, Kika Markham",0,0,0,0,"Romania, United States",0,0,2020,Qtr 2,May,31,31,A choreographer casts a contemporary dancer and a gifted pianist for a highly anticipated Broadway show as internal drama tries to steal the spotlight.,Michael Damian,0,0,1,104 min,0,0,0,0,0,0,0,0,"Dramas, Music & Musicals, Romantic Movies",5,1,1,TV-14,0,2019,1,0,0,0,0,0,0,0,0,0,High Strung Free Dance,0,0,0,0,0,0,0,0,0,0,0,Movie,44,2020
0,0,0,0,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet",0,0,0,0,"France, Germany, Switzerland",0,0,2017,Qtr 1,February,12,12,"A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier, but in a much less glamorous role.",Olivier Assayas,0,0,1,124 min,0,0,0,1,0,0,0,0,"Dramas, International Movies",2,1,0,R,0,2014,0,0,0,0,0,0,0,0,0,0,Clouds of Sils Maria,0,0,0,0,0,0,0,0,0,0,0,Movie,50,2017
0,0,0,0,"Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli",0,0,0,0,Brazil,0,0,2018,Qtr 3,September,29,29,"A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.",Monique Gardenberg,0,0,1,111 min,0,0,1,1,0,0,0,0,"Dramas, Independent Movies, International Movies",9,1,0,TV-MA,0,2018,0,0,0,0,0,0,0,0,0,0,Paradise Lost,0,0,0,0,0,0,0,0,0,0,0,Movie,30,2018
0,0,0,0,"Junaid Akhtar, Azekah Daniel, Khushi Maheen, Saleem Mairaj, Qavi Khan, Rasheed Naz, Faiq Asim",0,0,0,0,Pakistan,0,0,2019,Qtr 1,January,15,15,"When their daughter exhibits strange behavior after moving into their new home, a couple must come to terms with who she really is.",Syed Atif Ali,0,0,0,116 min,0,1,0,1,0,0,0,0,"Horror Movies, International Movies",1,1,0,TV-14,0,2018,0,0,0,0,0,0,0,0,0,0,Pari,0,0,0,0,0,0,0,0,0,0,0,Movie,37,2019
0,0,0,0,"Jung Eun-ji, Seo In-guk, Shin So-yul, Ji-won Eun, Lee Ho-won, Lee Si-eon, Sung Dong-il, Lee Il-hwa, Song Jong-ho",0,0,0,0,South Korea,0,0,2019,Qtr 3,August,8,8,"As a teen, Shi Won was obsessed with a boy band. Now 33 years old, Shi Won and her friends are reviving their memories as their school reunion nears.",Shin Won-ho,0,0,0,1 Season,0,0,0,0,1,0,1,0,"International TV Shows, Korean TV Shows, Romantic TV Shows",8,0,0,TV-MA,0,2012,0,1,0,0,0,0,0,0,0,0,Reply 1997,0,0,0,0,0,0,0,0,0,1,0,TV Show,75,2019
1,0,0,0,"Jung-jae Lee, Beom-su Lee, Liam Neeson, Se-yeon Jin, Jun-ho Jeong, Cheol-min Park",0,0,0,0,South Korea,0,0,2018,Qtr 1,January,15,15,"To pave the way for a major amphibious invasion, a team of South Korean spies goes behind enemy lines to steal a map of North Korean coastal defenses.",John H. Lee,0,0,1,111 min,0,0,0,1,0,0,0,0,"Action & Adventure, Dramas, International Movies",1,1,0,NR,0,2016,0,0,0,0,0,0,0,0,0,0,Operation Chromite,0,0,0,0,0,0,0,0,0,0,0,Movie,57,2018
1,0,0,0,"Jung-min Hwang, Do-won Kwak, Man-sik Jung, Woo-sung Jung",0,0,0,0,South Korea,0,0,2018,Qtr 1,February,15,15,"Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on.",Sung-soo Kim,0,0,1,133 min,0,0,0,1,0,0,0,0,"Action & Adventure, Dramas, International Movies",2,1,0,NR,0,2016,0,0,0,0,0,0,0,0,0,0,Asura: The City of Madness,0,0,0,0,0,0,0,0,0,0,0,Movie,88,2018
0,0,0,0,"Junior Béjar Roca, Amiel Cayo, Magaly Solier, Hermelinda Luján, Mauro Chuchón, Claudia Solís, Coco Chiarella",0,0,0,0,"Peru, Germany, Norway",0,0,2020,Qtr 3,July,30,30,"High in the Andes, a teenage boy and his father work together as artisans. But their bond is shattered when the son learns of his father's secret life.",Álvaro Delgado-Aparicio L.,0,0,1,102 min,0,0,0,1,0,0,0,0,"Dramas, International Movies",7,1,0,TV-MA,0,2017,0,0,0,0,0,0,0,0,0,0,Retablo,0,0,0,0,0,0,0,0,0,0,0,Movie,33,2020
1,1,0,0,"Junko Takeuchi, Chie Nakamura, Kazuhiko Inoue, Satoshi Hino, Showtaro Morikubo, Kentaro Ito, Ryoka Yuzuki, Kohsuke Toriumi, Nana Mizuki, Shinji Kawada, Yoichi Masukawa, Koichi Tochika, Yukari Tamura",0,0,0,0,Japan,0,0,2021,Qtr 3,September,15,15,"When four out of five ninja villages are destroyed, the leader of the one spared tries to find the true culprit and protect his land.",Masahiko Murata,0,0,0,96 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-PG,0,2009,0,0,0,0,0,0,0,0,0,0,Naruto Shippûden the Movie: The Will of Fire,0,0,0,0,0,0,0,0,0,0,0,Movie,39,2021
0,0,1,0,"Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Kazuhiko Inoue, Toshihiko Seki, Hidekatsu Shibata, Masako Katsuki, Nana Mizuki",0,0,0,0,Japan,0,0,2019,Qtr 3,September,1,1,"Guided by the spirit demon within him, orphaned Naruto learns to harness his powers as a ninja in this anime adventure series.",Hayato Date,0,0,0,9 Seasons,0,0,0,0,1,0,0,0,"Anime Series, International TV Shows",9,0,0,TV-14,0,2006,0,0,0,0,0,0,0,0,0,0,Naruto,0,0,0,0,0,0,0,0,0,1,0,TV Show,87,2019
1,1,0,0,"Junko Takeuchi, Chie Nakamura, Noriaki Sugiyama, Unsho Ishizuka, Motoko Kumai, Kazuhiko Inoue, Rikiya Koyama, Showtaro Morikubo, Nana Mizuki, Satoshi Hino, Shinji Kawada",0,0,0,0,Japan,0,0,2021,Qtr 3,September,15,15,"When strange ninjas ambush the village of Konohagakure, it's up to adolescent ninja Naruto and his long-missing pal, Sasuke, to save the planet.",Hajime Kamegaki,0,0,0,93 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-PG,0,2008,0,0,0,0,0,0,0,0,0,0,Naruto Shippûden the Movie: Bonds,0,0,0,0,0,0,0,0,0,0,0,Movie,44,2021
1,1,0,0,"Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Kazuhiko Inoue, Masaki Terasoma, Mie Sonozaki, Yuichi Nakamura, Kengo Kawanishi, Kosei Hirota, Masako Katsuki",0,0,0,0,Japan,0,0,2017,Qtr 3,September,1,1,"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",Masahiko Murata,0,0,0,102 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-14,0,2011,0,0,0,0,0,0,0,0,0,0,Naruto Shippuden : Blood Prison,0,0,0,0,0,0,0,0,0,0,0,Movie,53,2017
1,1,0,0,"Junko Takeuchi, Chie Nakamura, Rikiya Koyama, Kazuhiko Inoue, Masaki Terasoma, Mie Sonozaki, Yuichi Nakamura, Kengo Kawanishi, Kosei Hirota, Masako Katsuki",0,0,0,0,Japan,0,0,2021,Qtr 3,September,15,15,"Mistakenly accused of an attack on the Fourth Raikage, ninja Naruto is imprisoned in the impenetrable Hozuki Castle and his powers are sealed.",Masahiko Murata,0,0,0,102 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-14,0,2011,0,0,0,0,0,0,0,0,0,0,Naruto Shippuden the Movie: Blood Prison,0,0,0,0,0,0,0,0,0,0,0,Movie,99,2021
1,1,0,0,"Junko Takeuchi, Chie Nakamura, Satoshi Hino, Rikiya Koyama, Nobuaki Fukuda, Kenji Hamada, Keiko Nemoto, Saori Hayami, Yumi Toma, Yuko Kobayashi, Fujiko Takimoto, Mutsumi Tamura, Mayuki Makiguchi, Toshiyuki Morikawa",0,0,0,0,Japan,0,0,2021,Qtr 3,September,15,15,"When Naruto is sent to recover a missing nin, the rogue manages to send him 20 years into the past, where he unites with his father to battle evil.",Masahiko Murata,0,0,0,85 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-14,0,2010,0,0,0,0,0,0,0,0,0,0,Naruto Shippuden: The Movie: The Lost Tower,0,0,0,0,0,0,0,0,0,0,0,Movie,90,2021
1,1,0,0,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Kazuhiko Inoue, Akio Otsuka, Kyousuke Ikeda, Marika Hayashi, Umeji Sasaki, Masashi Sugawara, Hisao Egawa",0,0,0,0,Japan,0,0,2021,Qtr 3,September,15,15,"Exuberant ninja Naruto teams up with his pals Sakura and Kakashi to escort Prince Michiru and his son, Hikaru, to the Crescent Moon kingdom.",Toshiyuki Tsuru,0,0,0,95 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-PG,0,2006,0,0,0,0,0,0,0,0,0,0,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,0,0,0,0,0,0,0,0,0,0,0,Movie,44,2021
1,1,0,0,"Junko Takeuchi, Chie Nakamura, Yoichi Masukawa, Koichi Tochika, Ayumi Fujimura, Keisuke Oda, Daisuke Kishio, Fumiko Orikasa, Hidetoshi Nakamura, Tetsuya Kakihara, Kisho Taniyama, Miyuki Sawashiro, Katsuyuki Konishi, Masako Katsuki, Keiko Nemoto, Masashi Ebara, Kazuhiko Inoue, Showtaro Morikubo, Romi Park, Daisuke Ono, Seizo Kato",0,0,0,0,Japan,0,0,2021,Qtr 3,September,15,15,"The adventures of adolescent ninja Naruto Uzumaki continue as he's tasked with protecting a priestess from a demon – but to do so, he must die.",Hajime Kamegaki,0,0,0,95 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-PG,0,2007,0,0,0,0,0,0,0,0,0,0,Naruto Shippuden: The Movie,0,0,0,0,0,0,0,0,0,0,0,Movie,57,2021
1,1,0,0,"Junko Takeuchi, Gamon Kaai, Chie Nakamura, Showtaro Morikubo, Akira Ishida, Yasuyuki Kase, Urara Takano, Sachiko Kojima, Houko Kuwashima, Takako Honda",0,0,0,0,Japan,0,0,2021,Qtr 3,September,15,15,"While on a mission to return a missing pet, Naruto and two fellow ninjas are ambushed by brutal knights led by the enigmatic Temujin.",Hirotsugu Kawasaki,0,0,0,97 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-PG,0,2005,0,0,0,0,0,0,0,0,0,0,Naruto the Movie 2: Legend of the Stone of Gelel,0,0,0,0,0,0,0,0,0,0,0,Movie,72,2021
1,1,0,0,"Junko Takeuchi, Noriaki Sugiyama, Chie Nakamura, Kazuhiko Inoue, Yuhko Kaida, Tsutomu Isobe, Hirotaka Suzuoki, Jun Karasawa, Harii Kaneko, Ikuo Nishikawa",0,0,0,0,Japan,0,0,2021,Qtr 3,September,15,15,"Naruto, Sasuke and Sakura learn they'll be protecting an actress from being hurt while making her next film, but it turns out she's a princess.",Tensai Okamura,0,0,0,83 min,0,0,0,1,0,0,0,0,"Action & Adventure, Anime Features, International Movies",9,1,0,TV-PG,0,2004,0,0,0,0,0,0,0,0,0,0,Naruto the Movie: Ninja Clash in the Land of Snow,0,0,0,0,0,0,0,0,0,0,0,Movie,52,2021
0,0,0,0,"Jürgen Vogel, Moritz Bleibtreu, Petra Schmidt-Schaller, Georg Friedrich, Rainer Bock, Mark Zak, Helena Schönfelder, Fabian Hinrichs",0,0,0,0,Germany,0,0,2017,Qtr 1,January,15,15,"Erik's peaceful rural family life is shaken by the arrival of sinister figures who claim to know him and a mysterious ""friend"" who may not even exist.",Maximilian Erlenwein,0,0,0,91 min,0,0,0,1,0,0,0,0,"International Movies, Thrillers",1,1,0,TV-MA,0,2014,0,0,0,0,0,0,0,0,0,1,Stereo,0,0,0,0,0,0,0,0,0,0,0,Movie,90,2017
0,0,0,0,"Justin Bieber, Ludacris, Usher Raymond, Jaden Smith, Miley Cyrus, Sean Kingston, Boyz II Men",0,0,0,0,United States,0,0,2018,Qtr 1,January,1,1,"Teen idol Justin Bieber provides personal snapshots from throughout his career, culminating with scenes from his triumphant 2010 concert tour.",Jon M. Chu,1,0,0,106 min,0,0,0,0,0,0,0,0,"Documentaries, Music & Musicals",1,0,1,G,0,2011,0,0,0,0,0,0,0,0,0,0,Justin Bieber: Never Say Never,0,0,0,0,0,0,0,0,0,0,0,Movie,38,2018
0,0,0,0,"Justin Clarke Samuel, Ashley Chin, Nicky Slimting Walker, Femi Oyeniran, Dylan Duffus, Shone Romulus, Adam Deacon, Karen Bryson, Selva Rasalingam, Jay Brown",0,0,0,0,United Kingdom,0,0,2019,Qtr 1,February,21,21,"During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them.","Femi Oyeniran, Nicky Slimting Walker",0,0,1,103 min,0,0,0,1,0,0,0,0,"Dramas, International Movies",2,1,0,TV-MA,0,2018,0,0,0,0,0,0,0,0,0,0,The Intent 2: The Come Up,0,0,0,0,0,0,0,0,0,0,0,Movie,87,2019
0,0,0,0,"Justin Deeley, Alex House, Steven Yaffee, Rebecca Dalton, Ann Pirvu, Nick Bateman, Tom Green, Jamie Johnston",0,0,0,1,United States,0,0,2016,Qtr 4,December,19,19,"A disbanded fraternity tries to get their act together by finding new members, but beer bongs, bad grades and a demented dean stand in their way.",Warren P. Sonoda,0,0,0,94 min,0,0,0,0,0,0,0,0,Comedies,12,0,0,NR,0,2016,0,0,0,0,0,0,0,0,0,0,Total Frat Movie,0,0,0,0,0,0,0,0,0,0,0,Movie,62,2016
0,0,0,0,"Justin Fashanu, John Fashanu",0,0,0,0,United Kingdom,0,0,2017,Qtr 4,December,1,1,"This documentary chronicles the tragic, true story of Justin Fashanu, the first – and only – openly gay man to have played professional soccer.","Jon Carey, Adam Darke",1,0,0,81 min,0,0,0,1,0,0,0,1,"Documentaries, International Movies, LGBTQ Movies",12,1,0,TV-14,0,2017,0,0,0,0,0,0,0,0,0,0,Forbidden Games: The Justin Fashanu Story,0,0,0,0,0,0,0,0,0,0,0,Movie,39,2017
0,0,0,0,"Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour, David Holt",1,0,0,1,"United Kingdom, France, Belgium, Ireland, United States",0,0,2020,Qtr 1,February,14,14,Shaun and the flock race to help an adorable alien find her way home after her ship crash-lands near Mossy Bottom Farm and sparks a UFO frenzy.,"Richard Phelan, Will Becher",0,0,0,87 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies",2,1,0,G,0,2019,0,0,0,0,0,0,0,0,0,0,A Shaun the Sheep Movie: Farmageddon,0,0,0,0,0,0,0,0,0,0,0,Movie,35,2020
0,0,0,0,"Justin Fletcher, John Sparkes, Sean Connolly, Chris Grimes",1,0,0,1,United Kingdom,0,0,2020,Qtr 4,December,22,22,"A trio of mischievous llamas from the county fair start making a mess of the farm, so Shaun and the flock must find a way to boot out the troublemakers.",Jay Grace,0,0,0,28 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies",12,1,0,TV-Y,0,2020,0,0,0,0,0,0,0,0,0,0,Shaun the Sheep: The Farmer’s Llamas,0,0,0,0,0,0,0,0,0,0,0,Movie,63,2020
0,0,0,0,"Justin Long, Dwayne Johnson, Gary Oldman, Seann William Scott, Jessica Biel, John Cleese, Freddie Benedict",1,0,0,1,"Spain, United Kingdom, United States",0,0,2021,Qtr 3,August,1,1,"After landing on a planet reminiscent of 1950s suburbia, a human astronaut tries to avoid capture, recover his spaceship and make it home safely.",Jorge Blanco,0,0,0,91 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",8,1,0,PG,0,2009,0,0,1,0,0,0,0,0,0,0,Planet 51,0,0,0,0,0,0,0,0,0,0,0,Movie,78,2021
0,0,0,0,"Justin Long, Jonah Hill, Adam Herschman, Columbus Short, Maria Thayer, Lewis Black, Blake Lively, Mark Derwin, Ann Cusack, Robin Lord Taylor, Hannah Marks, Anthony Heald",0,0,0,1,United States,0,0,2021,Qtr 2,April,2,2,"Rejected by every college he applied to, a high school senior invents a fake university that will fool his parents and help his fellow outcasts.",Steve Pink,0,0,0,93 min,0,0,0,0,0,0,0,0,Comedies,4,0,0,PG-13,0,2006,0,0,0,0,0,0,0,0,0,0,Accepted,0,0,0,0,0,0,0,0,0,0,0,Movie,73,2021
0,0,0,0,Justin Timberlake,0,0,0,0,United States,0,0,2016,Qtr 4,October,12,12,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",Jonathan Demme,0,0,0,90 min,0,0,0,0,0,0,0,0,Music & Musicals,10,0,1,TV-MA,0,2016,0,0,0,0,0,0,0,0,0,0,Justin Timberlake + the Tennessee Kids,0,0,0,0,0,0,0,0,0,0,0,Movie,84,2016
0,0,0,0,"Jyothika, Sathyaraj, Karthi, Showkar Janaki, Nikhila Vimal, Havarasu, Anson Paul",0,0,0,0,India,0,0,2020,Qtr 1,February,3,3,"As a tip leads a local politician to his long-estranged son, his daughter has doubts about whether the young man is truly family or just an impostor.",Jeethu Joseph,0,0,0,148 min,0,0,0,1,0,0,0,0,"International Movies, Thrillers",2,1,0,TV-14,0,2019,0,0,0,0,0,0,0,0,0,1,Thambi,0,0,0,0,0,0,0,0,0,0,0,Movie,72,2020
0,0,0,0,K.G. Chandani Renuka Ratnayake,0,0,0,0,"Germany, Sri Lanka",0,0,2017,Qtr 1,March,1,1,A girl who wants to be an elephant driver like her father is given the chance to raise a calf and becomes even more determined when it's taken away.,Arne Birkenstock,1,0,0,87 min,0,0,0,1,0,0,0,0,"Documentaries, International Movies",3,1,0,TV-G,0,2010,0,0,0,0,0,0,0,0,0,0,Chandani: The Daughter of the Elephant Whisperer,0,0,0,0,0,0,0,0,0,0,0,Movie,97,2017
0,0,0,0,"K.J. Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry, Casey Cott, Charles Melton, Mark Consuelos, Lochlyn Munro, Peter Bryant, Colin Lawrence, Molly Ringwald, Asha Bromfield, Barclay Hope, Hayley Law, Martin Cummins, Sarah Habel, Nathalie Boltt, Skeet Ulrich",0,0,0,0,United States,1,0,2021,Qtr 2,June,19,19,"While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery.",Rob Seidenglanz,0,0,1,4 Seasons,0,0,0,0,0,0,0,0,"Crime TV Shows, TV Dramas, TV Mysteries",6,0,0,TV-14,0,2019,0,0,0,0,0,0,0,0,0,0,Riverdale,0,0,1,0,1,1,1,1,0,1,0,TV Show,44,2021
0,0,0,0,"K.J. Apa, Maia Mitchell, Tyler Posey, Jacob Latimore, Halston Sage, Wolfgang Novogratz, Sosie Bacon, Jacob McCarthy, Mario Revolori, Gage Golightly, Audrey Grace Marshall",0,0,0,1,United States,0,0,2019,Qtr 2,May,3,3,"Teens from a Chicago high school grapple with their dreams, relationships and identities in a transformative summer before they leave for college.",William Bindley,0,0,0,110 min,0,0,0,0,0,0,0,0,"Comedies, Romantic Movies",5,1,0,TV-14,0,2019,1,0,0,0,0,0,0,0,0,0,The Last Summer,0,0,0,0,0,0,0,0,0,0,0,Movie,54,2019
0,0,0,0,"Kagiso Lediga, Pearl Thusi, Akin Omotoso, Andrew Buckland",0,0,0,1,South Africa,0,0,2018,Qtr 2,May,18,18,"Amid growing tensions in their marriage, a Johannesburg professor and his journalist wife find their lives upended by a famous, hard-partying author.",Kagiso Lediga,0,0,0,117 min,0,0,0,1,0,0,0,0,"Comedies, International Movies, Romantic Movies",5,1,0,TV-MA,0,2018,1,0,0,0,0,0,0,0,0,0,Catching Feelings,0,0,0,0,0,0,0,0,0,0,0,Movie,44,2018
1,0,0,0,"Kai Ko, Ariel Lin, Darren Wang, Zhang Xiaolong, Louis Koo, Vanness Wu, Kate Tsui",0,0,0,0,Taiwan,0,0,2020,Qtr 4,October,14,14,"Determined to win the heart of his childhood crush from orphanage, EJ becomes a boxer with superpowers and soon confronts a formidable villain.","Kevin Ko, Peter Tsi",0,0,0,101 min,0,0,0,1,0,0,0,0,"Action & Adventure, International Movies, Romantic Movies",10,1,0,TV-14,0,2020,1,0,0,0,0,0,0,0,0,0,A Choo,0,0,0,0,0,0,0,0,0,0,0,Movie,92,2020
1,0,0,0,"Kainaat Arora, Jaggi Singh, Gippy Grewal",0,0,0,0,Australia,0,0,2018,Qtr 4,December,1,1,"When a man is arrested on arrival in America because authorities mistake him for a wanted gangster, a new friend tries to help him prove his innocence.",Baljit Singh Deo,0,0,1,146 min,0,0,0,1,0,0,0,0,"Action & Adventure, Dramas, International Movies",12,1,0,TV-14,0,2015,0,0,0,0,0,0,0,0,0,0,Faraar,0,0,0,0,0,0,0,0,0,0,0,Movie,94,2018
0,0,0,0,"Kainaz Motivala, Rajkummar Rao, Rajat Kaul, Janice, Shernaza, Mangala Ahire, Vinod Rawat",0,0,0,0,India,0,0,2021,Qtr 3,August,27,27,A couple out to have a sensuous weekend at a house outside of Mumbai finds it rigged with surveillance cameras and occupied by an evil entity.,Pawan Kripalani,0,0,0,93 min,0,1,0,1,0,0,0,0,"Horror Movies, International Movies",8,1,0,TV-MA,0,2011,0,0,0,0,0,0,0,0,0,0,Ragini MMS,0,0,0,0,0,0,0,0,0,0,0,Movie,47,2021
0,0,0,0,"Kaitlyn Leeb, Nick Hounslow, Josh Dean, Melinda Shankar, Liam MacDonald, Ilamaria Ebrahim, Charles Shaughnessy, Julia Baldwin",0,0,0,1,Canada,0,0,2020,Qtr 4,November,4,4,A dedicated pediatrician reconsiders her feelings for a carefree prince as he secretly recovers from a ski accident alongside her young patients.,Justin G. Dyck,0,0,1,86 min,0,0,0,0,0,0,0,0,"Comedies, Dramas, Romantic Movies",11,1,0,TV-PG,0,2018,1,0,0,0,0,0,0,0,0,0,Christmas with a Prince,0,0,0,0,0,0,0,0,0,0,0,Movie,68,2020
0,0,0,0,"Kaitlyn Maher, Mackenzie Sol, Makenzie Moss, David DeLuise, George Newbern, Reggie De Leon, Diedrich Bader, Chloe Coleman, Oakley Bull, Dillon Fontana, vivienne Rutherford, Tyreese Burnett",1,0,0,1,"United States, Canada",0,0,2018,Qtr 4,November,20,20,"A new pack of Pup Star pooches stumbles upon a rival team’s plan to ruin Christmas, then ends up at the North Pole to try and save the holiday spirit.",Robert Vince,0,0,0,91 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies",11,1,0,PG,0,2018,0,0,0,0,0,0,0,0,0,0,Puppy Star Christmas,0,0,0,0,0,0,0,0,0,0,0,Movie,72,2018
0,0,0,0,"Kaitlyn Maher, Obba Babatundé, Lombardo Boyar, Molly Burnett, Chris Coppola, Reggie De Leon, David DeLuise, Matty Finochio, Josh Flitter, Benjamin Flores Jr.",1,0,0,1,Canada,0,0,2017,Qtr 4,October,28,28,Returning Pup Star champ Tiny has her Yorkie paws full after an evil rival replaces her with street dog Scrappy during the national competition.,Robert Vince,0,0,0,93 min,0,0,0,0,0,0,0,0,"Children & Family Movies, Comedies",10,1,0,PG,0,2017,0,0,0,0,0,0,0,0,0,0,Pup Star: Better 2Gether,0,0,0,0,0,0,0,0,0,0,0,Movie,71,2017
0,0,0,0,"Kajal Aggarwal, Nithya Menon, Regina Cassandra, Eesha Rebba, Murli Sharma, Srinivas Avasarala, Priyadarshi Pullikonda",0,0,0,0,India,0,0,2019,Qtr 1,February,15,15,"Disparate characters, including an aspiring time traveler, a phony chef, a drug-addicted waitress and several others, share a surprising connection.",Prasanth Varma,0,0,1,111 min,0,0,0,1,0,0,0,0,"Dramas, International Movies, Sci-Fi & Fantasy",2,1,0,TV-MA,0,2018,0,0,1,0,0,0,0,0,0,0,Awe,0,0,0,0,0,0,0,0,0,0,0,Movie,49,2019
0,0,0,0,"Kajol, Kareena Kapoor, Arjun Rampal, Nominath Ginsberg, Iravati Harshe, Aachal Munjal, Diya Sonecha",0,0,0,0,"India, Australia",0,0,2018,Qtr 4,October,1,1,A divorced mother of three children runs a happy household – until her former husband brings his new career-oriented girlfriend into the picture.,Sidharth Malhotra,0,0,1,119 min,0,0,0,1,0,0,0,0,"Dramas, International Movies",10,1,0,TV-14,0,2010,0,0,0,0,0,0,0,0,0,0,We Are Family,0,0,0,0,0,0,0,0,0,0,0,Movie,68,2018
0,0,0,0,"Kajol, Tanvi Azmi, Mithila Palkar, Kunaal Roy Kapur, Vaibhav Tatwawaadi, Kanwaljeet Singh, Manav Gohil, Shweta Mehendale",0,0,0,0,India,0,0,2021,Qtr 1,January,15,15,"When her estranged mother falls into a coma, a self-made single mom grapples with regret and resentment while reflecting on their strained relationship.",Renuka Shahane,0,0,1,96 min,0,0,0,1,0,0,0,0,"Dramas, International Movies",1,1,0,TV-MA,0,2021,0,0,0,0,0,0,0,0,0,0,Tribhanga - Tedhi Medhi Crazy,0,0,0,0,0,0,0,0,0,0,0,Movie,66,2021
0,0,0,0,"Kalabhavan Shajohn, Sajitha Madathil, Jaffer Idukki, Sunil Sukhada, Joy Mathew, Ansiba",0,0,0,0,India,0,0,2018,Qtr 3,July,1,1,"As the parents of three unmarried daughters, a humble cook and his wife contend with the challenges of matchmaking and social expectations.",Gafoor Y. Elliyaas,0,0,1,109 min,0,0,1,1,0,0,0,0,"Dramas, Independent Movies, International Movies",7,1,0,TV-PG,0,2017,0,0,0,0,0,0,0,0,0,0,Pareeth Pandaari,0,0,0,0,0,0,0,0,0,0,0,Movie,78,2018
