Sum of Budget($),country,Year,Quarter,Month,Day,Genre,orig_lang,Sum of Revenue($),Sum of score,Title
12000000,AU,1981,Qtr 4,December,26,"Adventure, Animation, Drama, Family", English,29800000,71,The Fox and the Hound
18000000,AU,1982,Qtr 1,January,14,"Crime, Drama, Mystery, Thriller", English,13747988,73,Blow Out
11000000,AU,1982,Qtr 1,January,21,comedy, English,31672000,68,History of the World: Part I
2500000,AU,1982,Qtr 2,April,29,horror, English,25533818,66,Halloween II
88000000,AU,1982,Qtr 2,May,27,"Drama, Romance", English,314837194,54,Lady Chatterley's Lover
12634000,AU,1982,Qtr 3,July,9,horror, English,29000000,120,Cat People
12000000,AU,1982,Qtr 3,July,16,"Action, Adventure, Science Fiction, Thriller", English,95800000,75,Star Trek II: The Wrath of Khan
45700000,AU,1982,Qtr 3,August,6,horror, English,217397751,142,Poltergeist
17000000,AU,1982,Qtr 3,August,12,drama, English,270000000,69,Rocky III
38000000,AU,1982,Qtr 3,August,20,"Horror, Mystery, Science Fiction", English,27573078,80,The Thing
1288000,AU,1982,Qtr 3,September,1,"Mystery, Drama, Thriller, Romance", English,6002370,79,Rebecca
12000000,AU,1982,Qtr 4,October,21,"Drama, History, War", German,84970337,81,Das Boot
3250000,AU,1982,Qtr 4,October,28,"Action, Crime, Drama, Thriller", English,6965361,64,Class of 1984
10500000,AU,1982,Qtr 4,November,26,"Science Fiction, Adventure, Family, Fantasy", English,797103542,75,E.T. the Extra-Terrestrial
22000000,AU,1982,Qtr 4,December,1,"Drama, History", English,127767889,75,Gandhi
14000000,AU,1982,Qtr 4,December,3,"Action, Adventure, Thriller, War", English,125212904,75,First Blood
17000000,AU,1982,Qtr 4,December,3,"Science Fiction, Action, Adventure", English,26919100,67,Tron
65000000,AU,1982,Qtr 4,December,9,"Comedy, Drama, Family", English,139829625,65,Annie
110000000,AU,1982,Qtr 4,December,16,"Adventure, Fantasy, Action", English,142470218,136,Conan the Barbarian
28000000,AU,1982,Qtr 4,December,16,"Science Fiction, Drama, Thriller", English,39538663,79,Blade Runner
6000000,AU,1983,Qtr 1,February,25,"Drama, Romance", English,129795554,70,An Officer and a Gentleman
8000000,AU,1983,Qtr 1,March,31,"Horror, Comedy", English,20036244,69,Creepshow
15000000,AU,1983,Qtr 2,April,22,"Adventure, Family, Fantasy, Animation", English,40577001,71,The Dark Crystal
20846151.6,AU,1983,Qtr 2,April,22,comedy, English,27150534,61,Airplane II: The Sequel
12000000,AU,1983,Qtr 2,May,6,"Thriller, Action, Comedy, Crime, Drama", English,78868508,67,48 Hrs.
5000000,AU,1983,Qtr 2,May,12,horror, English,12534817,57,Amityville II: The Possession
32350000,AU,1983,Qtr 2,June,2,"Adventure, Action, Science Fiction", English,572700000,79,Return of the Jedi
54000000,AU,1983,Qtr 2,June,2,comedy, English,327139852,66,The Last American Virgin
27500000,AU,1983,Qtr 2,June,10,"Adventure, Action, Thriller", English,187500000,63,Octopussy
2500000,AU,1983,Qtr 2,June,16,"Horror, Mystery, Science Fiction", English,14400000,51,Halloween III: Season of the Witch
23000000,AU,1983,Qtr 2,June,17,"Crime, Drama, Thriller", English,141247413,70,Bad Boys
375000,AU,1983,Qtr 2,June,23,horror, English,29400000,73,The Evil Dead
7000000,AU,1983,Qtr 3,August,5,"Drama, Romance", English,201463574,65,Flashdance
12000000,AU,1983,Qtr 3,August,18,"Thriller, Science Fiction, Drama", English,74433837,71,WarGames
5000000,AU,1983,Qtr 3,September,10,"Horror, Thriller", English,21200000,61,Cujo
49000000,AU,1983,Qtr 4,October,5,"Comedy, Romance", English,641555930,55,Private School
15000000,AU,1983,Qtr 4,October,20,"Comedy, Adventure", English,61399552,71,National Lampoon's Vacation
22000000,AU,1983,Qtr 4,December,9,"Drama, Music", English,64892670,57,Staying Alive
36000000,AU,1983,Qtr 4,December,15,"Adventure, Action, Thriller", English,160000000,61,Never Say Never Again
10000000,AU,1983,Qtr 4,December,15,"Crime, Drama", English,25707698,73,The Outsiders
3000000,AU,1983,Qtr 4,December,15,"Family, Animation", English,21000000,77,Mickey's Christmas Carol
39000000,AU,1983,Qtr 4,December,26,"Comedy, Science Fiction, Action, Adventure", English,80200000,55,Superman III
6200000,AU,1984,Qtr 1,January,5,"Romance, Comedy, Drama", English,63541777,66,Risky Business
15000000,AU,1984,Qtr 1,January,26,comedy, English,90404800,72,Trading Places
25000000,AU,1984,Qtr 1,February,1,"Action, Crime, Drama", English,44942821,82,Scarface
1500000,AU,1984,Qtr 1,February,1,"Crime, Drama, Thriller", English,2200000,80,Rope
27000000,AU,1984,Qtr 1,February,1,"Drama, History, Adventure", English,21500213,74,The Right Stuff
85000,AU,1984,Qtr 1,February,9,horror, English,30900000,73,The Texas Chain Saw Massacre
32200000,AU,1984,Qtr 2,April,12,"Drama, Romance", English,142998777,134,Footloose
4000000,AU,1984,Qtr 2,April,13,comedy, English,109492484,64,Porky's
4500000,AU,1984,Qtr 2,April,19,"Comedy, Crime", English,81198894,67,Police Academy
9700000,AU,1984,Qtr 2,May,3,horror, English,21200000,68,Christine
35000000,AU,1984,Qtr 3,July,1,"Adventure, Fantasy, Action, Science Fiction", English,14296438,55,Supergirl
91800000,AU,1984,Qtr 3,July,5,"Crime, Horror, Thriller", English,298735768,55,They're Playing with Fire
9225817.8,AU,1984,Qtr 3,July,12,"Action, Comedy", English,28078073,55,Cannonball Run II
28000000,AU,1984,Qtr 3,July,19,"Adventure, Action", English,333080271,73,Indiana Jones and the Temple of Doom
6000000,AU,1984,Qtr 3,July,26,comedy, English,38435947,63,Bachelor Party
18000000,AU,1984,Qtr 3,July,27,"Science Fiction, Action, Adventure, Thriller", English,87000000,66,Star Trek III: The Search for Spock
5000000,AU,1984,Qtr 3,August,9,"Action, Comedy", English,60000000,73,The Gods Must Be Crazy
9000000,AU,1984,Qtr 3,August,9,comedy, English,20458340,71,Top Secret!
8000000,AU,1984,Qtr 3,August,16,"Comedy, Fantasy, Romance", English,62599495,63,Splash
22000000,AU,1984,Qtr 3,August,17,"Drama, Action, Thriller", English,42313354,61,Blue Thunder
10000000,AU,1984,Qtr 3,August,24,"Adventure, Action, Romance, Comedy", English,86572238,68,Romancing the Stone
15000000,AU,1984,Qtr 3,September,6,"Horror, Thriller, Science Fiction", English,15136870,63,Firestarter
28000000,AU,1984,Qtr 3,September,20,drama, English,47951979,69,The Natural
48000000,AU,1984,Qtr 3,September,27,"Action, Family, Drama", English,442632561,144,The Karate Kid
30000000,AU,1984,Qtr 4,October,4,"Drama, Crime", English,5576529,84,Once Upon a Time in America
10000000,AU,1984,Qtr 4,October,25,"Action, Crime, Drama", English,2494480,70,Rumble Fish
750000,AU,1984,Qtr 4,October,26,"Action, Adventure, Comedy, Drama, War", English,1000000,80,The General
18000000,AU,1984,Qtr 4,November,1,"History, Music, Drama", English,51973029,80,Amadeus
21000000,AU,1984,Qtr 4,November,1,"Science Fiction, Adventure, Thriller", English,98566278,61,The Philadelphia Experiment
174000000,AU,1984,Qtr 4,November,15,"Comedy, Fantasy", English,524594074,150,Ghostbusters
5952000,AU,1984,Qtr 4,November,15,"Horror, Mystery, Science Fiction", English,2120755,73,Videodrome
136900000,AU,1984,Qtr 4,November,20,"Animation, Drama", English,278909359,69,Animal Farm
18000000,AU,1984,Qtr 4,December,6,"Adventure, Fantasy, Action", English,26400000,61,Conan the Destroyer
15000000,AU,1984,Qtr 4,December,13,"Adventure, Science Fiction, Action", English,28733290,66,The Last Starfighter
6500000,AU,1984,Qtr 4,December,13,"Comedy, Romance", English,23686027,68,Sixteen Candles
11000000,AU,1984,Qtr 4,December,13,"Fantasy, Horror, Comedy", English,152445758,71,Gremlins
210000000,AU,1984,Qtr 4,December,14,"Action, Science Fiction, Adventure", English,419278281,124,Dune
910000,AU,1984,Qtr 4,December,14,"Crime, Drama", English,9600000,80,On the Waterfront
6400000,AU,1984,Qtr 4,December,20,"Action, Thriller, Science Fiction", English,78019031,76,The Terminator
27000000,AU,1984,Qtr 4,December,26,"Adventure, Fantasy, Family, Drama", English,20158808,72,The NeverEnding Story
16000000,AU,1985,Qtr 1,February,13,"Drama, History, War", English,34609720,75,The Killing Fields
120000000,AU,1985,Qtr 1,February,14,"Crime, Drama, Thriller", English,763072375,65,Crimes of Passion
3000000,AU,1985,Qtr 1,February,15,"Drama, History, War", English,10000000,80,Judgment at Nuremberg
1746964,AU,1985,Qtr 1,February,28,drama, English,2181987,81,"Paris, Texas"
2500000,AU,1985,Qtr 1,March,27,"Music, Comedy", English,4736202,75,This Is Spinal Tap
15000000,AU,1985,Qtr 2,April,4,"Action, Comedy, Crime", English,316300000,72,Beverly Hills Cop
17900000,AU,1985,Qtr 2,April,9,"Adventure, Fantasy, Action", English,6908640,53,Red Sonja
20000000,AU,1985,Qtr 2,April,25,"Adventure, Comedy, Fantasy", English,18400000,70,Ladyhawke
7600000,AU,1985,Qtr 2,May,2,"Comedy, Crime", English,55600000,61,Police Academy 2: Their First Assignment
12000000,AU,1985,Qtr 2,May,2,"Crime, Drama, Romance, Thriller", English,65532576,71,Witness
22000000,AU,1985,Qtr 2,May,10,"Science Fiction, Romance", English,28744356,69,Starman
1500000,AU,1985,Qtr 2,June,27,"Crime, Drama, Thriller", English,2730877,73,Blood Simple
30000000,AU,1985,Qtr 3,July,1,"Adventure, Action, Thriller", English,152627960,62,A View to a Kill
1000000,AU,1985,Qtr 3,August,1,"Comedy, Drama", English,51525171,78,The Breakfast Club
36800000,AU,1985,Qtr 3,August,1,horror, English,143272524,146,A Nightmare on Elm Street
10000000,AU,1985,Qtr 3,August,6,"Action, Adventure, Science Fiction", English,36230219,62,Mad Max Beyond Thunderdome
19000000,AU,1985,Qtr 3,August,15,"Adventure, Comedy, Science Fiction", English,385510132,83,Back to the Future
20000000,AU,1985,Qtr 3,August,15,comedy, English,45833132,66,Brewster's Millions
25000000,AU,1985,Qtr 3,August,15,"Horror, Science Fiction, Thriller", English,11603545,63,Lifeforce
5500000,AU,1985,Qtr 3,September,11,"Action, Crime, Drama, Thriller", English,42300873,72,Bullitt
15000000,AU,1985,Qtr 3,September,12,"Comedy, Science Fiction", English,9934484,77,Brazil
29500000,AU,1985,Qtr 4,October,1,horror, English,158452875,150,Dawn of the Dead
44000000,AU,1985,Qtr 4,October,3,"Action, Adventure, Thriller, War", English,300400000,66,Rambo: First Blood Part II
4000000,AU,1985,Qtr 4,October,24,"Horror, Comedy", English,14238634,71,The Return of the Living Dead
17500000,AU,1985,Qtr 4,October,25,"Comedy, Drama, Science Fiction", English,85313124,66,Cocoon
30000000,AU,1985,Qtr 4,October,31,"Comedy, Horror", English,40520649,70,Fright Night
146800000,AU,1985,Qtr 4,November,24,"Adventure, Family, TV Movie, Science Fiction, Fantasy", English,437062753,53,Ewoks: The Battle for Endor
17000000,AU,1985,Qtr 4,November,26,"Adventure, Comedy, Romance", English,49364621,62,National Lampoon's European Vacation
19000000,AU,1985,Qtr 4,December,12,"Adventure, Comedy, Family", English,61389680,75,The Goonies
7500000,AU,1985,Qtr 4,December,12,"Comedy, Romance, Science Fiction", English,38934048,66,Weird Science
26000000,AU,1985,Qtr 4,December,12,Western, English,33200000,70,Silverado
18000000,AU,1985,Qtr 4,December,19,adventure, English,19739000,68,Young Sherlock Holmes
31000000,AU,1985,Qtr 4,December,19,drama, English,300473716,71,Rocky IV
2582313.8,AU,1986,Qtr 1,January,1,"Action, Crime, Thriller", Cantonese,113164,75,Police Story
25000000,AU,1986,Qtr 1,January,1,"Adventure, Action, Comedy, Romance", English,96773200,62,The Jewel of the Nile
28000000,AU,1986,Qtr 1,January,1,"History, Romance, Drama", English,258210860,72,Out of Africa
50000000,AU,1986,Qtr 1,January,2,"Adventure, Fantasy", English,65931687,124,Legend
10000000,AU,1986,Qtr 1,February,22,"Action, Adventure, Thriller", English,35078913,66,Commando
2410000,AU,1986,Qtr 1,March,6,"Action, War", English,10755447,59,Missing in Action 2: The Beginning
22000000,AU,1986,Qtr 1,March,6,"Comedy, Adventure", English,60088980,62,Spies Like Us
1100000,AU,1986,Qtr 1,March,19,"Fantasy, Horror", English,5450815,49,Troll
40000000,AU,1986,Qtr 1,March,26,"Drama, Science Fiction", English,12303411,69,Enemy Mine
15000000,AU,1986,Qtr 2,April,10,"Comedy, Thriller, Crime, Mystery", English,14643997,72,Clue
12000000,AU,1986,Qtr 2,May,1,"Comedy, Crime", English,107600000,58,Police Academy 3: Back in Training
25000000,AU,1986,Qtr 2,May,8,"Animation, Adventure, Family", English,21288692,65,The Black Cauldron
10000000,AU,1986,Qtr 2,May,8,"Comedy, Romance", English,54999651,65,The Money Pit
8000000,AU,1986,Qtr 2,May,8,"Comedy, Romance, Science Fiction", English,12952019,67,Real Genius
10330000,AU,1986,Qtr 2,May,14,"Action, Thriller, Adventure", English,17768900,59,The Delta Force
9000000,AU,1986,Qtr 2,June,5,"Action, Thriller, Drama, Adventure", English,7936012,70,Runaway Train
18000000,AU,1986,Qtr 2,June,19,"Romance, Drama", English,6734844,61,Nine 1/2 Weeks
15000000,AU,1986,Qtr 2,June,20,"Romance, Drama, Action", English,357469522,70,Top Gun
10000000,AU,1986,Qtr 2,June,26,"Comedy, Family, Science Fiction", English,40697761,66,Short Circuit
15000000,AU,1986,Qtr 2,June,26,drama, English,94029472,78,The Color Purple
25000000,AU,1986,Qtr 3,July,1,"Action, Adventure, Comedy, Fantasy", English,11208967,72,Big Trouble in Little China
1000000,AU,1986,Qtr 3,July,3,action, English,10499694,59,American Ninja
16000000,AU,1986,Qtr 3,July,17,"Adventure, Action, Fantasy", English,12900000,69,Highlander
13000000,AU,1986,Qtr 3,July,31,"Adventure, Drama, Action, Romance, Family", English,115103979,63,The Karate Kid Part II
19000000,AU,1986,Qtr 3,August,7,"Horror, Thriller", English,40996665,60,Poltergeist II: The Other Side
8500000,AU,1986,Qtr 3,August,14,"Comedy, Drama, Romance", English,38702310,62,About Last Night...
6000000,AU,1986,Qtr 3,August,21,comedy, English,70136369,76,Ferris Bueller's Day Off
11500005,AU,1986,Qtr 3,September,1,"Action, Drama, History", Japanese,11859533,81,Ran
27268000,AU,1986,Qtr 3,September,18,"Fantasy, Animation, Family, Adventure", English,6455530,72,The Last Unicorn
11000000,AU,1986,Qtr 3,September,25,comedy, English,71600000,66,Ruthless People
25000000,AU,1986,Qtr 4,October,1,"Action, Crime, Thriller", English,49042224,60,Cobra
8800000,AU,1986,Qtr 4,October,24,"Adventure, Comedy", English,328203506,64,Crocodile Dundee
17000000,AU,1986,Qtr 4,November,6,"Action, Thriller, Science Fiction", English,183291893,79,Aliens
2000000,AU,1986,Qtr 4,November,6,"Comedy, Horror, Science Fiction", English,13167232,64,Critters
25000000,AU,1986,Qtr 4,December,4,"Adventure, Family, Fantasy", English,12729917,73,Labyrinth
30000000,AU,1986,Qtr 4,December,17,"Comedy, Fantasy, Science Fiction", English,16295774,54,Howard the Duck
25000000,AU,1986,Qtr 4,December,18,"Comedy, Adventure, Western", English,39200000,63,¡Three Amigos!
15000000,AU,1986,Qtr 4,December,18,"War, Action, Comedy, Drama", English,42724017,68,Heartbreak Ridge
12000000,AU,1986,Qtr 4,December,26,"Action, Adventure, Comedy", English,79817937,59,The Golden Child
14000000,AU,1986,Qtr 4,December,26,"Animation, Family, Adventure, Mystery", English,38625550,71,The Great Mouse Detective
6000000,AU,1986,Qtr 4,December,26,"Animation, Science Fiction, Action, Adventure, Family", English,5849647,72,The Transformers: The Movie
9000000,AU,1986,Qtr 4,December,26,"Drama, Family, Animation, Adventure", English,84542002,67,An American Tail
10000000,AU,1986,Qtr 4,December,26,"Fantasy, Action, Adventure", English,4711220,52,King Kong Lives
24000000,AU,1987,Qtr 1,January,10,"Science Fiction, Adventure", English,133000000,72,Star Trek IV: The Voyage Home
24500000,AU,1987,Qtr 1,January,20,"Adventure, Drama, Action, History", English,17218023,74,The Mission
10000000,AU,1987,Qtr 1,February,19,drama, English,52293000,68,The Color of Money
6000000,AU,1987,Qtr 1,February,26,"Drama, Crime, Mystery, Thriller", English,8618766,76,Blue Velvet
6000000,AU,1987,Qtr 1,March,5,"Drama, War, Action", English,137978395,77,Platoon
8000000,AU,1987,Qtr 1,March,19,"Crime, Drama", English,52287766,79,Stand by Me
18000000,AU,1987,Qtr 1,March,19,"Drama, Thriller, Mystery", English,77200000,75,The Name of the Rose
30000000,AU,1987,Qtr 1,March,19,"Horror, Comedy", English,38747385,69,Little Shop of Horrors
25000000,AU,1987,Qtr 1,March,26,"Action, Drama", English,16057580,64,Over the Top
17000000,AU,1987,Qtr 2,April,9,"Comedy, Crime", English,76800000,55,Police Academy 4: Citizens on Patrol
9000000,AU,1987,Qtr 2,April,10,"Family, Science Fiction, Adventure", English,18564613,69,Flight of the Navigator
17000000,AU,1987,Qtr 2,May,14,"Horror, Mystery", English,17186348,71,Angel Heart
15000000,AU,1987,Qtr 2,May,28,"Adventure, Action, Comedy, Thriller, Crime", English,120192350,73,Lethal Weapon
3500000,AU,1987,Qtr 2,May,28,"Horror, Comedy", English,14000000,63,Creepshow 2
6000000,AU,1987,Qtr 2,June,11,"Fantasy, Comedy, Romance", English,42721196,68,Mannequin
20000000,AU,1987,Qtr 2,June,18,"Action, Comedy, Crime", English,276665036,65,Beverly Hills Cop II
2300000,AU,1987,Qtr 2,June,23,"Music, Comedy, Romance", English,5300000,73,Gentlemen Prefer Blondes
90000000,AU,1987,Qtr 3,July,1,"Western, Action, Adventure", English,162122642,75,The Magnificent Seven
8500000,AU,1987,Qtr 3,August,1,"Horror, Comedy, Thriller", English,32393651,71,The Lost Boys
2700000,AU,1987,Qtr 3,August,13,"Action, Science Fiction", English,3500000,64,The Wraith
18000000,AU,1987,Qtr 3,August,20,"Science Fiction, Action, Adventure, Thriller", English,98267558,75,Predator
25000000,AU,1987,Qtr 3,September,3,"Crime, Drama, History, Thriller", English,76271995,78,The Untouchables
6500000,AU,1987,Qtr 3,September,14,"Drama, Music", English,54215416,72,La Bamba
22000000,AU,1987,Qtr 3,September,17,"Action, Fantasy, Science Fiction, Adventure, Thriller", English,17336370,57,Masters of the Universe
