Sum of budget,country,genre,language,Year,Quarter,Month,Day,Sum of revenue,Sum of score,title
102000000,AU,"Action, Adventure, Science Fiction", English,2018,Qtr 4,December,20,465195589,67,Bumblebee
175000000,AU,"Action, Adventure, Science Fiction", English,2019,Qtr 1,March,7,1129576094,69,Captain Marvel
160000000,AU,"Action, Adventure, Science Fiction", English,2019,Qtr 3,July,1,1132107522,75,Spider-Man: Far From Home
20000000,AU,"Action, Adventure, Science Fiction", English,2021,Qtr 1,March,18,349757,42,Cosmic Sin
200000000,AU,"Action, Adventure, Science Fiction", English,2021,Qtr 3,July,8,379751131,74,Black Widow
200000000,AU,"Action, Adventure, Science Fiction", English,2021,Qtr 4,December,16,1910048245,80,Spider-Man: No Way Home
25000000,AU,"Action, Adventure, Science Fiction", English,2022,Qtr 2,April,14,114900000,79,Everything Everywhere All at Once
250000000,AU,"Action, Adventure, Science Fiction", English,2022,Qtr 4,November,10,854041058,73,Black Panther: Wakanda Forever
175000000,AU,"Action, Adventure, Science Fiction, Drama", English,2017,Qtr 3,July,6,878271291,74,Spider-Man: Homecoming
178000000,AU,"Action, Adventure, Science Fiction, Fantasy", English,2016,Qtr 2,May,19,542537546,65,X-Men: Apocalypse
200000000,AU,"Action, Adventure, Science Fiction, Fantasy", English,2022,Qtr 4,October,20,391261706,71,Black Adam
12000000,AU,"Action, Adventure, Science Fiction, Thriller", English,1982,Qtr 3,July,16,95800000,75,Star Trek II: The Wrath of Khan
50000000,AU,"Action, Adventure, Science Fiction, Thriller", English,1996,Qtr 4,October,9,25426861,59,Escape from L.A.
125000000,AU,"Action, Adventure, Science Fiction, Thriller", English,2004,Qtr 2,May,27,555840117,65,The Day After Tomorrow
45000000,AU,"Action, Adventure, Science Fiction, Thriller", English,2008,Qtr 3,September,16,70216497,56,Babylon A.D.
110000000,AU,"Action, Adventure, Science Fiction, Thriller", English,2015,Qtr 1,March,19,295238201,64,Insurgent
215000000,AU,"Action, Adventure, Science Fiction, Thriller", English,2015,Qtr 2,June,11,1669963641,67,Jurassic World
170000000,AU,"Action, Adventure, Science Fiction, Thriller", English,2018,Qtr 2,June,21,1308323302,66,Jurassic World: Fallen Kingdom
7000000,AU,"Action, Adventure, Science Fiction, TV Movie", English,2008,Qtr 1,March,11,8900000,72,Stargate: The Ark of Truth
7000000,AU,"Action, Adventure, Science Fiction, TV Movie", English,2008,Qtr 3,July,29,182055444,71,Stargate: Continuum
10000000,AU,"Action, Adventure, Thriller", English,1986,Qtr 1,February,22,35078913,66,Commando
40000000,AU,"Action, Adventure, Thriller", English,1988,Qtr 1,March,21,191199996,65,The Living Daylights
30000000,AU,"Action, Adventure, Thriller", English,1990,Qtr 2,April,5,200500000,74,The Hunt for Red October
15000000,AU,"Action, Adventure, Thriller", English,1993,Qtr 1,March,18,44065653,59,Passenger 57
65000000,AU,"Action, Adventure, Thriller", English,1993,Qtr 3,July,8,255000000,65,Cliffhanger
75000000,AU,"Action, Adventure, Thriller", English,1996,Qtr 2,June,21,336069511,71,The Rock
80000000,AU,"Action, Adventure, Thriller", English,1996,Qtr 4,December,26,158908290,61,Daylight
110000000,AU,"Action, Adventure, Thriller", English,1997,Qtr 3,September,25,150468000,46,Speed 2: Cruise Control
65000000,AU,"Action, Adventure, Thriller", English,2000,Qtr 4,October,5,128874043,64,Space Cowboys
70000000,AU,"Action, Adventure, Thriller", English,2002,Qtr 4,October,3,267200000,59,xXx
88800000,AU,"Action, Adventure, Thriller", English,2010,Qtr 1,February,10,303573685.2,53,Into the Blue 2: The Reef
96200000,AU,"Action, Adventure, Thriller", English,2010,Qtr 3,August,7,747112636.6,49,Titanic II
70000000,AU,"Action, Adventure, Thriller", English,2011,Qtr 4,November,1,65409046,63,Killer Elite
100000000,AU,"Action, Adventure, Thriller", English,2012,Qtr 3,August,30,311979256,63,The Expendables 2
200000000,AU,"Action, Adventure, Thriller", English,2012,Qtr 4,November,22,1110526981,72,Skyfall
100000000,AU,"Action, Adventure, Thriller", English,2014,Qtr 3,August,14,209461378,62,The Expendables 3
8500000,AU,"Action, Adventure, Thriller", English,2015,Qtr 3,September,20,7500000,55,Big Game
300000000,AU,"Action, Adventure, Thriller", English,2015,Qtr 4,November,12,879077344,65,Spectre
6500000,AU,"Action, Adventure, Thriller", English,2022,Qtr 1,January,13,176048,63,Gold
17700000,AU,"Action, Adventure, Thriller", Korean,2020,Qtr 1,January,9,61321941,68,Ashfall
40000000,AU,"Action, Adventure, Thriller, Crime", English,2009,Qtr 1,January,28,112930957,61,Transporter 3
31000000,AU,"Action, Adventure, Thriller, Science Fiction", English,1979,Qtr 3,August,2,210300000,61,Moonraker
14000000,AU,"Action, Adventure, Thriller, War", English,1982,Qtr 4,December,3,125212904,75,First Blood
44000000,AU,"Action, Adventure, Thriller, War", English,1985,Qtr 4,October,3,300400000,66,Rambo: First Blood Part II
58000000,AU,"Action, Adventure, Thriller, War", English,1988,Qtr 2,June,23,188715611,62,Rambo III
100000000,AU,"Action, Adventure, Thriller, War, Mystery", English,2022,Qtr 1,January,6,125928656,68,The King's Man
5400000,AU,"Action, Adventure, War", English,1967,Qtr 4,October,21,45300000,76,The Dirty Dozen
7700000,AU,"Action, Adventure, War", English,1968,Qtr 4,December,4,21000000,76,Where Eagles Dare
60000000,AU,"Action, Adventure, War", English,2007,Qtr 2,April,5,454161935,72,300
80000000,AU,"Action, Adventure, Western", English,2005,Qtr 4,October,26,141475336,61,The Legend of Zorro
225000000,AU,"Action, Adventure, Western", English,2013,Qtr 3,July,3,260002115,61,The Lone Ranger
131000000,AU,"Action, Animation, Comedy, Crime, TV Movie", Japanese,2015,Qtr 4,October,27,557248132.6,70,Lupin the Third vs. Detective Conan
75000000,AU,"Action, Animation, Comedy, Family, Adventure", English,2017,Qtr 2,June,15,1032809657,64,Despicable Me 3
3500000,AU,"Action, Animation, Crime, Drama", English,2016,Qtr 3,July,24,3775000,66,Batman: The Killing Joke
6000000,AU,"Action, Animation, Crime, Mystery", English,1994,Qtr 2,April,28,5617391,75,Batman: Mask of the Phantasm
150200000,AU,"Action, Animation, Crime, Mystery", English,2019,Qtr 3,August,12,527876612,72,Batman: Hush
9652108,AU,"Action, Animation, Drama, Fantasy, Romance", Japanese,2017,Qtr 4,November,16,17422935,76,Fate/stay night: Heaven's Feel I. Presage Flower
84200000,AU,"Action, Animation, Fantasy", English,2015,Qtr 3,July,28,488059774.2,72,Justice League: Gods and Monsters
124600000,AU,"Action, Animation, Fantasy, Horror", English,2004,Qtr 3,August,27,351620037.2,63,Van Helsing: The London Assignment
103600000,AU,"Action, Animation, Fantasy, Science Fiction", English,2009,Qtr 1,January,27,327260945.8,68,Hulk vs. Thor
112000000,AU,"Action, Animation, Science Fiction", English,2017,Qtr 3,September,1,558251841.6,60,Starship Troopers: Traitor of Mars
180400000,AU,"Action, Animation, Science Fiction", English,2018,Qtr 1,January,17,184680050,72,Blade Runner: Black Out 2022
110000000,AU,"Action, Animation, Science Fiction", Japanese,1995,Qtr 3,September,23,167910690,79,Ghost in the Shell
132000000,AU,"Action, Animation, Science Fiction", Japanese,2003,Qtr 1,January,17,782538445.4,77,Cowboy Bebop: The Movie
3500000,AU,"Action, Animation, Science Fiction, Family", English,2007,Qtr 4,November,20,279809037,68,Superman: Doomsday
10000000,AU,"Action, Comedy", Cantonese,1994,Qtr 1,February,3,11546543,74,The Legend of Drunken Master
10000000,AU,"Action, Comedy", Cantonese,2004,Qtr 3,July,29,42776032,71,Shaolin Soccer
5300000,AU,"Action, Comedy", Danish,2021,Qtr 4,October,7,679505,73,Riders of Justice
12000000,AU,"Action, Comedy", English,1978,Qtr 2,June,27,45000000,63,Convoy
17000000,AU,"Action, Comedy", English,1980,Qtr 4,November,28,66132626,56,Smokey and the Bandit II
10000000,AU,"Action, Comedy", English,1981,Qtr 4,December,10,85300000,65,Stripes
9225817.8,AU,"Action, Comedy", English,1984,Qtr 3,July,12,28078073,55,Cannonball Run II
5000000,AU,"Action, Comedy", English,1984,Qtr 3,August,9,60000000,73,The Gods Must Be Crazy
110000000,AU,"Action, Comedy", English,1989,Qtr 3,September,14,752859753.4,70,The Gods Must Be Crazy II
25000000,AU,"Action, Comedy", English,2003,Qtr 1,February,13,40796145,58,Undercover Brother
60000000,AU,"Action, Comedy", English,2005,Qtr 1,March,24,101292343,57,Miss Congeniality 2: Armed and Fabulous
8000000,AU,"Action, Comedy", English,2010,Qtr 1,January,26,16667230.2,55,Smokin' Aces 2: Assassins' Ball
117000000,AU,"Action, Comedy", English,2010,Qtr 3,July,15,258751370,62,Knight and Day
8000000,AU,"Action, Comedy", English,2010,Qtr 4,November,10,5314194,64,Wild Target
85000000,AU,"Action, Comedy", English,2011,Qtr 4,December,26,150422946,61,Tower Heist
15000000,AU,"Action, Comedy", English,2013,Qtr 2,April,10,2500000,62,So Undercover
32000000,AU,"Action, Comedy", English,2013,Qtr 3,July,4,126041322,62,This Is the End
25000000,AU,"Action, Comedy", English,2014,Qtr 1,February,12,153733800,62,Ride Along
44000000,AU,"Action, Comedy", English,2015,Qtr 1,January,22,12342632,62,The Interview
35000000,AU,"Action, Comedy", English,2016,Qtr 1,March,3,27979040,59,Grimsby
40000000,AU,"Action, Comedy", English,2016,Qtr 2,May,20,124827316,62,Ride Along 2
40000000,AU,"Action, Comedy", English,2016,Qtr 4,October,20,28804426,61,Keeping Up with the Joneses
42000000,AU,"Action, Comedy", English,2017,Qtr 2,May,3,60129558,54,Snatched
30000000,AU,"Action, Comedy", English,2017,Qtr 3,August,31,176586701,69,The Hitman's Bodyguard
68800000,AU,"Action, Comedy", English,2018,Qtr 1,March,23,213739675.2,55,"Game Over, Man!"
127000000,AU,"Action, Comedy", English,2018,Qtr 2,April,25,569973411.4,48,Killing Gunther
40000000,AU,"Action, Comedy", English,2018,Qtr 3,August,9,78998245,64,The Spy Who Dumped Me
16000000,AU,"Action, Comedy", English,2019,Qtr 3,July,11,29634023,67,Stuber
101900000,AU,"Action, Comedy", French,2021,Qtr 3,July,30,528819861.2,66,The Last Mercenary
10892000,AU,"Action, Comedy", Korean,2019,Qtr 3,August,29,69501772,75,EXIT
110000000,AU,"Action, Comedy, Adventure", English,2018,Qtr 2,May,16,786362370,75,Deadpool 2
185000000,AU,"Action, Comedy, Adventure", English,2021,Qtr 3,August,5,167097737,76,The Suicide Squad
5000000,AU,"Action, Comedy, Adventure, Romance, Drama", English,1978,Qtr 4,December,30,85196485,62,Every Which Way but Loose
90000000,AU,"Action, Comedy, Adventure, War", English,2008,Qtr 3,August,9,191145256,66,Tropic Thunder
35000000,AU,"Action, Comedy, Crime", English,1967,Qtr 3,August,25,411348924,63,Batman
15000000,AU,"Action, Comedy, Crime", English,1985,Qtr 2,April,4,316300000,72,Beverly Hills Cop
20000000,AU,"Action, Comedy, Crime", English,1987,Qtr 2,June,18,276665036,65,Beverly Hills Cop II
50000000,AU,"Action, Comedy, Crime", English,1994,Qtr 2,June,16,119180938,59,Beverly Hills Cop III
68000000,AU,"Action, Comedy, Crime", English,1995,Qtr 4,November,23,77224232,59,Money Train
35000000,AU,"Action, Comedy, Crime", English,1998,Qtr 4,December,4,245300000,70,Rush Hour
36000000,AU,"Action, Comedy, Crime", English,1999,Qtr 4,November,4,117448157,65,Blue Streak
90000000,AU,"Action, Comedy, Crime", English,2001,Qtr 4,October,3,347425832,67,Rush Hour 2
15401932.4,AU,"Action, Comedy, Crime", English,2003,Qtr 2,May,8,50097949,59,National Security
180000000,AU,"Action, Comedy, Crime", English,2007,Qtr 4,October,10,256585882,64,Rush Hour 3
26000000,AU,"Action, Comedy, Crime", English,2008,Qtr 3,September,12,102404019,66,Pineapple Express
100000000,AU,"Action, Comedy, Crime", English,2010,Qtr 3,September,30,170936470,63,The Other Guys
42000000,AU,"Action, Comedy, Crime", English,2012,Qtr 1,March,14,202812429,69,21 Jump Street
4000000,AU,"Action, Comedy, Crime", English,2012,Qtr 4,October,16,37470,60,The Baytown Outlaws
43000000,AU,"Action, Comedy, Crime", English,2013,Qtr 3,July,11,229727774,66,The Heat
61000000,AU,"Action, Comedy, Crime", English,2013,Qtr 4,October,24,132493015,65,2 Guns
65000000,AU,"Action, Comedy, Crime", English,2015,Qtr 2,May,21,235666219,68,Spy
15000000,AU,"Action, Comedy, Crime", English,2016,Qtr 2,April,21,20688141,61,Keanu
25000000,AU,"Action, Comedy, Crime", English,2016,Qtr 4,November,29,30850666,57,Masterminds
40000000,AU,"Action, Comedy, Crime", English,2018,Qtr 4,November,21,27506412,57,The Happytime Murders
30000000,AU,"Action, Comedy, Crime", English,2022,Qtr 2,April,21,29116320,68,The Unbearable Weight of Massive Talent
78000000,AU,"Action, Comedy, Crime", English,2023,Qtr 1,March,1,277412220,60,High Heat
57000000,AU,"Action, Comedy, Crime, Drama", English,2005,Qtr 1,January,23,38329114,61,After the Sunset
50000000,AU,"Action, Comedy, Crime, Drama, Thriller", English,2017,Qtr 3,August,24,135569212,68,American Made
20000000,AU,"Action, Comedy, Crime, Fantasy", Cantonese,2005,Qtr 3,August,11,102034104,74,Kung Fu Hustle
50000000,AU,"Action, Comedy, Crime, Mystery", English,2016,Qtr 3,July,8,217194805,64,Central Intelligence
40000000,AU,"Action, Comedy, Crime, Romance", English,2001,Qtr 2,April,24,145238250,59,The Mexican
23000000,AU,"Action, Comedy, Crime, Thriller", English,1995,Qtr 2,April,27,141247413,68,Bad Boys
17000000,AU,"Action, Comedy, Crime, Thriller", English,2007,Qtr 1,January,15,57263440,65,Smokin' Aces
84000000,AU,"Action, Comedy, Crime, Thriller", English,2013,Qtr 3,August,1,141507355,65,RED 2
150000000,AU,"Action, Comedy, Crime, Thriller", English,2021,Qtr 4,November,4,173638,68,Red Notice
20000000,AU,"Action, Comedy, Crime, Thriller", English,2022,Qtr 4,December,1,76599607,76,Violent Night
11000000,AU,"Action, Comedy, Documentary", English,2006,Qtr 4,November,9,72778712,65,Jackass Number Two
100000000,AU,"Action, Comedy, Drama", English,2007,Qtr 4,November,15,97838349,58,Fred Claus
46010000,AU,"Action, Comedy, Drama, Romance, Thriller", English,2013,Qtr 4,November,14,11650,64,Charlie Countryman
110000000,AU,"Action, Comedy, Drama, Thriller", English,2005,Qtr 2,June,9,487287646,67,Mr. & Mrs. Smith
28000000,AU,"Action, Comedy, Family", English,2010,Qtr 1,March,25,46752858,59,The Spy Next Door
38000000,AU,"Action, Comedy, Family", English,2015,Qtr 2,April,23,107453907,52,Paul Blart: Mall Cop 2
35000000,AU,"Action, Comedy, Family, Adventure", English,2001,Qtr 3,September,20,197692062,58,Spy Kids
52000000,AU,"Action, Comedy, Fantasy", English,2003,Qtr 2,May,9,26922492,55,Bulletproof Monk
85000000,AU,"Action, Comedy, Fantasy", English,2019,Qtr 2,April,4,363563907,70,Shazam!
20000000,AU,"Action, Comedy, Fantasy", English,2020,Qtr 4,October,19,16667230.2,55,Fatman
125000000,AU,"Action, Comedy, Fantasy", English,2023,Qtr 1,March,16,132107025,69,Shazam! Fury of the Gods
21000000,AU,"Action, Comedy, Fantasy, Science Fiction, Adventure", English,2019,Qtr 3,September,1,400900,51,Iron Sky: The Coming Race
7000000,AU,"Action, Comedy, Horror", English,1992,Qtr 3,September,17,14231669,56,Buffy the Vampire Slayer
30000000,AU,"Action, Comedy, Horror, Thriller", English,2002,Qtr 3,September,26,36722311,57,Eight Legged Freaks
85000000,AU,"Action, Comedy, Romance", English,2010,Qtr 3,August,12,48000000,75,Scott Pilgrim vs. the World
65000000,AU,"Action, Comedy, Romance", English,2012,Qtr 1,February,14,156974557,61,This Means War
22000000,AU,"Action, Comedy, Romance", English,2012,Qtr 3,August,30,17216955,57,Hit & Run
79000000,AU,"Action, Comedy, Romance", English,2021,Qtr 3,September,16,455162258.6,56,Die in a Gunfight
16050000,AU,"Action, Comedy, Romance", English,2023,Qtr 1,January,26,4495365,63,Shotgun Wedding
25000000,AU,"Action, Comedy, Science Fiction", English,2004,Qtr 3,August,17,4064333,54,Tank Girl
7500000,AU,"Action, Comedy, Science Fiction", English,2012,Qtr 2,May,10,10109659,57,Iron Sky
215000000,AU,"Action, Comedy, Science Fiction", English,2012,Qtr 2,May,24,654213485,65,Men in Black 3
90000000,AU,"Action, Comedy, Science Fiction", English,2015,Qtr 3,July,30,244041804,57,Pixels
125000000,AU,"Action, Comedy, Science Fiction", English,2017,Qtr 1,January,12,61642798,61,Monster Trucks
27000000,AU,"Action, Comedy, Science Fiction", English,2020,Qtr 4,October,1,25893810,68,Innerspace
93340000,AU,"Action, Comedy, Thriller", Cantonese,1998,Qtr 2,April,3,548578964.6,70,Contract Killer
80000000,AU,"Action, Comedy, Thriller", English,2008,Qtr 2,June,26,226739416,62,Get Smart
12500000,AU,"Action, Comedy, Thriller", English,2010,Qtr 4,November,11,46370970,63,Machete
150000000,AU,"Action, Comedy, Thriller", English,2019,Qtr 4,December,13,0,63,6 Underground
70000000,AU,"Action, Comedy, Thriller", English,2021,Qtr 2,June,24,70060492,67,Hitman's Wife's Bodyguard
85900000,AU,"Action, Comedy, Thriller", English,2022,Qtr 3,August,4,238534963,75,Bullet Train
25000000,AU,"Action, Comedy, Thriller, Crime", English,2004,Qtr 4,November,11,71255003,56,Taxi
13000000,AU,"Action, Comedy, Thriller, Crime, Family", English,1989,Qtr 3,September,21,71079915,64,Turner & Hooch
75000000,AU,"Action, Comedy, Thriller, Romance", English,2010,Qtr 3,July,29,95572749,59,Killers
26000000,AU,"Action, Comedy, War", English,1991,Qtr 4,December,5,181096164,65,Hot Shots!
25000000,AU,"Action, Comedy, War", English,1993,Qtr 3,August,20,133752825,65,Hot Shots! Part Deux
